"Категория";"Производитель";"Товар";"Описание";"Цена (розница)";"Наличие";"Ссылка";"Гарантия, м";"Полное описание";"Ссылка на товар в интернет магазине"
"Мобильные телефоны";"ASUS";"ASUS ZenFone Max ZC550KL 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"280.00";"На складе";"https://phone.1k.by/mobile/asus/ASUS_ZenFone_Max_ZC550KL_16Gb-2439447.html";"36";"";"";
"Мобильные телефоны";"ASUS";"ASUS ZenFone Selfie ZD551KL 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"315.00";"На складе";"https://phone.1k.by/mobile/asus/ASUS_ZenFone_Selfie_ZD551KL_16Gb-2223075.html";"36";"";"";
"Мобильные телефоны";"ASUS";"ASUS ZenFone Selfie ZD551KL 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"365.00";"На складе";"https://phone.1k.by/mobile/asus/ASUS_ZenFone_Selfie_ZD551KL_32Gb-2190369.html";"36";"";"";
"Мобильные телефоны";"ASUS";"ASUS ZenFone Zoom ZX551ML 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"510.00";"На складе";"https://phone.1k.by/mobile/asus/ASUS_ZenFone_Zoom_ZX551ML_32Gb-2963607.html";"36";"";"";
"Мобильные телефоны";"ASUS";"ASUS ZenFone Zoom ZX551ML 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/asus/ASUS_ZenFone_Zoom_ZX551ML_64Gb-2359621.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry DTEK50";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"499.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_DTEK50-2600683.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry DTEK60";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"820.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_DTEK60-2691015.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Passport";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"550.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Passport-1648935.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Priv";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"740.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Priv-2267919.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Q10";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"345.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Q10-836305.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Z10 (STL100-1)";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Z10_STL100_1-792282.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Z10 (STL100-2)";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Z10_STL100_2-795856.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Z10 (STL100-3)";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Z10_STL100_3-2503253.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Z10 (STL100-4)";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"330.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Z10_STL100_4-2105521.html";"36";"";"";
"Мобильные телефоны";"BlackBerry";"BlackBerry Z30";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"430.00";"На складе";"https://phone.1k.by/mobile/blackberry/BlackBerry_Z30-947129.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview BV6000";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"450.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_BV6000-2643631.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview BV6000S";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"339.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_BV6000S-2645195.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview BV7000";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"418.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_BV7000-2924187.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview BV7000 Pro";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"520.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_BV7000_Pro-2862945.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview P2";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"438.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_P2-2830687.html";"36";"";"";
"Мобильные телефоны";"Blackview";"Blackview P2 Lite";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"398.00";"На складе";"https://phone.1k.by/mobile/blackview/Blackview_P2_Lite-2959689.html";"36";"";"";
"Мобильные телефоны";"Doogee";"Doogee X5 Max Pro";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"240.00";"На складе";"https://phone.1k.by/mobile/doogee/Doogee_X5_Max_Pro-2653233.html";"36";"";"";
"Мобильные телефоны";"Doogee";"Doogee X5 Pro";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"213.00";"На складе";"https://phone.1k.by/mobile/doogee/Doogee_X5_Pro-2523817.html";"36";"";"";
"Мобильные телефоны";"Elephone";"Elephone P8000";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"430.00";"На складе";"https://phone.1k.by/mobile/elephone/Elephone_P8000-2190963.html";"36";"";"";
"Мобильные телефоны";"Google";"Google Pixel 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1590.00";"На складе";"https://phone.1k.by/mobile/google/Google_Pixel_128Gb-2659613.html";"36";"";"";
"Мобильные телефоны";"Google";"Google Pixel 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1390.00";"На складе";"https://phone.1k.by/mobile/google/Google_Pixel_32Gb-2659275.html";"36";"";"";
